EnsemblID	Chromosome	HGNC	st	en
ENSG00000233929	1	MT1XP1	16567708	16567893
ENSG00000037637	1	FBXO42	16573334	16678949
ENSG00000055070	1	SZRD1	16679070	16724640
ENSG00000187144	1	SPATA21	16713612	16763919
ENSG00000157191	1	NECAP2	16767167	16786573
ENSG00000080947	1	CROCCP3	16793931	16825752
ENSG00000206652	1	RNU1-1	16840617	16840780
ENSG00000268674	1	FAM231B	16865561	16866070
ENSG00000219481	1	NBPF1	16888814	16940057
ENSG00000215908	1	CROCCP2	16944751	16971178
ENSG00000186301	1	MST1P2	16972069	16976914
ENSG00000207513	1	RNU1-3	16993280	16993443
ENSG00000237847	1	FAM231A	16999498	17000007
ENSG00000236698	1	EIF1AXP1	17012116	17012550
ENSG00000268869	1	ESPNP	17013834	17046652
ENSG00000268991	1	FAM231C	17060447	17060956
ENSG00000058453	1	CROCC	17066768	17299474
ENSG00000207389	1	RNU1-4	17067011	17067174
ENSG00000227684	1	CROCCP4	17076728	17077459
ENSG00000186715	1	MST1L	17081405	17096732
ENSG00000263811	1	MIR3675	17185444	17185516
ENSG00000207005	1	RNU1-2	17222475	17222638
ENSG00000117122	1	MFAP2	17300997	17307330
ENSG00000159363	1	ATP13A2	17312453	17338423
ENSG00000117118	1	SDHB	17345217	17380665
ENSG00000117115	1	PADI2	17393256	17445948
ENSG00000142623	1	PADI1	17531621	17572500
ENSG00000142619	1	PADI3	17575593	17610728
ENSG00000266634	1	MIR3972	17604384	17604470
ENSG00000159339	1	PADI4	17634690	17690499
ENSG00000256049	1	PADI6	17698691	17728195
ENSG00000179051	1	RCC2	17733256	17766220
ENSG00000074964	1	ARHGEF10L	17866330	18024369
ENSG00000117148	1	ACTL8	18081808	18153558
ENSG00000117154	1	IGSF21	18434240	18704977
ENSG00000179023	1	KLHDC7A	18807424	18812478
ENSG00000009709	1	PAX7	18957500	19075360
ENSG00000179002	1	TAS1R2	19166093	19186176
ENSG00000159423	1	ALDH4A1	19197926	19229275
ENSG00000265606	1	MIR4695	19209696	19209769
ENSG00000221662	1	MIR1290	19223565	19223642
ENSG00000169991	1	IFFO2	19230775	19283180
ENSG00000127481	1	UBR4	19401000	19536770
ENSG00000127463	1	EMC1	19542158	19578046
ENSG00000053372	1	MRTO4	19578033	19586622
ENSG00000211454	1	AKR7L	19592476	19600688
ENSG00000162482	1	AKR7A3	19609052	19615744
ENSG00000053371	1	AKR7A2	19630459	19638640
ENSG00000200403	1	RNU6-1099P	19631570	19631676
ENSG00000040487	1	PQLC2	19638820	19655794
ENSG00000265192	1	RN7SL85P	19646299	19646554
ENSG00000077549	1	CAPZB	19665267	19812066
ENSG00000240490	1	RN7SL277P	19750878	19751163
ENSG00000201609	1	RNU4-28P	19837087	19837227
ENSG00000270136	1	MINOS1-NBL1	19923473	19984549
ENSG00000173436	1	MINOS1	19923477	19956314
ENSG00000226396	1	RPS14P3	19934608	19935062
ENSG00000158747	1	NBL1	19967048	19984945
ENSG00000158748	1	HTR6	19991780	20006055
ENSG00000162542	1	TMCO4	20008706	20126438
ENSG00000178828	1	RNF186	20140523	20141771
ENSG00000169914	1	OTUD3	20209006	20239438
ENSG00000188784	1	PLA2G2E	20246502	20250110
ENSG00000242688	1	RN7SL304P	20297462	20297760
ENSG00000188257	1	PLA2G2A	20301925	20306932
ENSG00000127472	1	PLA2G5	20354672	20417683
ENSG00000117215	1	PLA2G2D	20438432	20446050
ENSG00000158786	1	PLA2G2F	20465819	20476879
ENSG00000187980	1	PLA2G2C	20487746	20503917
ENSG00000225986	1	UBXN10-AS1	20510735	20512979
ENSG00000162543	1	UBXN10	20512578	20522541
ENSG00000158816	1	VWA5B1	20617412	20681387
ENSG00000236963	1	LINC01141	20687072	20757727
ENSG00000162545	1	CAMK2N1	20808884	20812713
ENSG00000090432	1	MUL1	20825943	20834654
ENSG00000215520	1	RPS4XP4	20852482	20853244
ENSG00000183114	1	FAM43B	20878932	20881512
ENSG00000158825	1	CDA	20915441	20945401
ENSG00000158828	1	PINK1	20959948	20978004
ENSG00000117242	1	PINK1-AS	20969150	20978686
ENSG00000244038	1	DDOST	20978270	20988000
ENSG00000117245	1	KIF17	20990507	21044510
ENSG00000189410	1	SH2D5	21046225	21059330
ENSG00000127483	1	HP1BP3	21069154	21113816
ENSG00000075151	1	EIF4G3	21132963	21503377
ENSG00000251914	1	RNU7-200P	21167734	21167795
ENSG00000221808	1	MIR1256	21314807	21314925
ENSG00000233072	1	RPS15AP6	21330043	21330427
ENSG00000235112	1	HSPE1P27	21487968	21488574
ENSG00000117298	1	ECE1	21543740	21671997
ENSG00000236216	1	PPP1R11P1	21724480	21724855
ENSG00000227001	1	NBPF2P	21751118	21754460
ENSG00000187952	1	HS6ST1P1	21754796	21756030
ENSG00000186543	1	CROCCP5	21760811	21764051
ENSG00000142794	1	NBPF3	21766621	21811498
ENSG00000176378	1	PFN1P10	21786249	21786575
ENSG00000162551	1	ALPL	21835858	21904905
ENSG00000076864	1	RAP1GAP	21922708	21995801
ENSG00000090686	1	USP48	22004791	22110099
ENSG00000187942	1	LDLRAD2	22138758	22151714
ENSG00000142798	1	HSPG2	22148738	22263790
ENSG00000219073	1	CELA3B	22303514	22325135
ENSG00000264385	1	RN7SL421P	22305444	22305729
ENSG00000263991	1	RN7SL386P	22313974	22314268
ENSG00000201919	1	RNU6-1022P	22314309	22314412
ENSG00000142789	1	CELA3A	22328149	22339032
ENSG00000263582	1	RN7SL768P	22330078	22330361
ENSG00000263929	1	RN7SL186P	22337143	22337437
ENSG00000201273	1	RNU6-776P	22337478	22337581
ENSG00000218510	1	LINC00339	22351681	22357716
ENSG00000070831	1	CDC42	22379120	22419437
ENSG00000230068	1	CDC42-IT1	22385690	22390692
ENSG00000162552	1	WNT4	22443798	22470462
ENSG00000266564	1	MIR4418	22592732	22592793
ENSG00000184677	1	ZBTB40	22778344	22857650
ENSG00000237200	1	ZBTB40-IT1	22843967	22846201
ENSG00000070886	1	EPHA8	22890057	22930087
ENSG00000173372	1	C1QA	22962999	22966101
ENSG00000159189	1	C1QC	22970123	22974603
ENSG00000173369	1	C1QB	22979255	22988031
ENSG00000133216	1	EPHB2	23037332	23241818
ENSG00000265422	1	MIR4684	23046010	23046091
ENSG00000264014	1	MIR4253	23189652	23189719
ENSG00000215906	1	LACTBL1	23279536	23291831
ENSG00000227868	1	C1orf234	23337327	23342343
ENSG00000004487	1	KDM1A	23345941	23410182
ENSG00000263793	1	MIR3115	23370798	23370865
ENSG00000266802	1	MIR4419A	23384351	23384427
ENSG00000169641	1	LUZP1	23410516	23504301
ENSG00000206935	1	RNU6-514P	23489197	23489303
ENSG00000252578	1	RNU6-135P	23490446	23490546
ENSG00000179546	1	HTR1D	23516993	23521222
ENSG00000125944	1	HNRNPR	23630264	23670829
ENSG00000125945	1	ZNF436	23685941	23695935
ENSG00000249087	1	C1orf213	23695490	23698332
ENSG00000204219	1	TCEA3	23707554	23751233
ENSG00000088280	1	ASAP3	23755056	23811061
ENSG00000007968	1	E2F2	23832922	23857712
ENSG00000117318	1	ID3	23884409	23886285
ENSG00000197880	1	MDS2	23907985	23967058
ENSG00000142676	1	RPL11	24018269	24022915
ENSG00000244609	1	RN7SL532P	24063100	24063380
ENSG00000011007	1	TCEB3	24069645	24088549
ENSG00000057757	1	PITHD1	24104895	24114722
ENSG00000011009	1	LYPLA2	24117460	24122029
ENSG00000117308	1	GALE	24122089	24127271
ENSG00000117305	1	HMGCL	24128375	24165110
ENSG00000179163	1	FUCA1	24171567	24194784
ENSG00000188822	1	CNR2	24197016	24285549
ENSG00000264347	1	RN7SL24P	24208284	24208575
ENSG00000264926	1	MIR378F	24255560	24255637
ENSG00000189266	1	PNRC2	24285599	24289952
ENSG00000188529	1	SRSF10	24291294	24307417
ENSG00000142661	1	MYOM3	24382525	24438665
ENSG00000142677	1	IL22RA1	24446261	24469611
ENSG00000185436	1	IFNLR1	24480647	24514449
ENSG00000158055	1	GRHL3	24645812	24690972
ENSG00000001460	1	STPG1	24683489	24743424
ENSG00000001461	1	NIPAL3	24742284	24799466
ENSG00000117602	1	RCAN3	24829387	24867530
ENSG00000266551	1	RN7SL857P	24855945	24856204
ENSG00000184454	1	NCMAP	24882602	24935819
ENSG00000133226	1	SRRM1	24958207	24999758
ENSG00000169504	1	CLIC4	25071848	25170815
ENSG00000238482	1	RNU6-1208P	25104364	25104470
ENSG00000020633	1	RUNX3	25226002	25291612
ENSG00000264371	1	MIR4425	25349994	25350077
ENSG00000117614	1	SYF2	25549170	25558993
ENSG00000117616	1	C1orf63	25568728	25664704
ENSG00000187010	1	RHD	25598884	25656936
ENSG00000224183	1	SDHDP6	25620655	25621134
ENSG00000183726	1	TMEM50A	25664408	25688852
ENSG00000252515	1	RNU6-1171P	25667462	25667525
ENSG00000188672	1	RHCE	25688740	25756683
ENSG00000204178	1	TMEM57	25757388	25826700
ENSG00000157978	1	LDLRAP1	25870071	25895377
ENSG00000117643	1	MAN1C1	25943959	26112698
ENSG00000162430	1	SEPN1	26126667	26144713
ENSG00000117640	1	MTFR1L	26145131	26159432
ENSG00000127423	1	AUNIP	26158414	26185903
ENSG00000182749	1	PAQR7	26187701	26197744
ENSG00000117632	1	STMN1	26210672	26233482
ENSG00000229786	1	SNRPFP2	26213851	26214101
ENSG00000264021	1	MIR3917	26232853	26232945
ENSG00000158006	1	PAFAH2	26286258	26324648
ENSG00000207237	1	RNU6-110P	26290688	26290791
ENSG00000158008	1	EXTL1	26346375	26362955
ENSG00000158014	1	SLC30A2	26363743	26372624
ENSG00000158022	1	TRIM63	26377795	26394927
ENSG00000175087	1	PDIK1L	26437664	26452034
ENSG00000197245	1	FAM110D	26485511	26489119
ENSG00000142684	1	ZNF593	26496362	26498551
ENSG00000142675	1	CNKSR1	26503894	26516377
ENSG00000188782	1	CATSPER4	26517052	26529459
ENSG00000130695	1	CEP85	26560691	26605299
ENSG00000142669	1	SH3BGRL3	26605667	26608007
ENSG00000158062	1	UBXN11	26607819	26644854
ENSG00000169442	1	CD52	26644448	26647014
ENSG00000176092	1	AIM1L	26648350	26680621
ENSG00000265143	1	RN7SL490P	26674956	26675210
ENSG00000176083	1	ZNF683	26688125	26701013
ENSG00000131914	1	LIN28A	26737269	26756213
ENSG00000117682	1	DHDDS	26758773	26797785
ENSG00000198830	1	HMGN2	26798941	26802463
ENSG00000224129	1	DPPA2P2	26845845	26846741
ENSG00000117676	1	RPS6KA1	26856252	26901521
ENSG00000238705	1	MIR1976	26881033	26881084
ENSG00000243905	1	RN7SL679P	26919737	26920037
ENSG00000117713	1	ARID1A	27022524	27108595
ENSG00000266138	1	RN7SL501P	27090115	27090393
ENSG00000060642	1	PIGV	27113963	27124889
ENSG00000241188	1	RN7SL165P	27141313	27141601
ENSG00000204160	1	ZDHHC18	27153201	27184093
ENSG00000175793	1	SFN	27189633	27190947
ENSG00000142751	1	GPN2	27202624	27216788
ENSG00000198746	1	GPATCH3	27216979	27226957
ENSG00000090273	1	NUDC	27226729	27273353
ENSG00000131910	1	NR0B2	27237980	27240457
ENSG00000175707	1	C1orf172	27276053	27286897
ENSG00000225294	1	OSTCP2	27312388	27312831
ENSG00000253368	1	TRNP1	27320198	27327389
ENSG00000158246	1	FAM46B	27331511	27339327
ENSG00000090020	1	SLC9A1	27425306	27493472
ENSG00000214973	1	CHCHD3P3	27527325	27527964
ENSG00000225159	1	NPM1P39	27533421	27534287
ENSG00000225990	1	SNRPEP7	27537756	27537975
ENSG00000142784	1	WDTC1	27561007	27635110
ENSG00000186501	1	TMEM222	27648651	27662891
ENSG00000206888	1	RNU6-48P	27651710	27651816
ENSG00000142765	1	SYTL1	27668513	27680421
ENSG00000142733	1	MAP3K6	27681675	27693383
ENSG00000142748	1	FCN3	27695603	27701315
ENSG00000174950	1	CD164L2	27705666	27709870
ENSG00000181773	1	GPR3	27719148	27722318
ENSG00000158195	1	WASF2	27730730	27816669
ENSG00000126705	1	AHDC1	27860546	27930942
